"Hylak_id","lev3_HYBAS_ID"
157,1030040260
158,1030040260
165,1030040260
166,1030040370
170,1030008110
1539,1030040260
1548,1030040260
1560,1030040260
1562,1030040260
1563,1030040260
1564,1030040260
1565,1030040260
1575,1030040260
1585,1030040260
1591,1030040260
1601,1030040260
1604,1030040260
1605,1030008110
1611,1030008110
1612,1030008110
1626,1030008110
15733,1030000010
15758,1030040260
15759,1030040260
15807,1030040260
15810,1030040260
15812,1030040260
15815,1030040260
15816,1030040260
15820,1030040260
15827,1030040260
15832,1030040260
15852,1030040260
15863,1030040260
15883,1030008100
15887,1030040260
15932,1030008100
15941,1030008100
15943,1030040260
15945,1030008100
15950,1030040260
15951,1030040260
15955,1030008110
15961,1030008110
16006,1030040260
16011,1030008110
16017,1030040260
16021,1030008110
16023,1030040260
16026,1030040260
16029,1030008110
16031,1030040260
16032,1030040260
16034,1030008110
16035,1030040260
16036,1030040260
16037,1030040260
16124,1030008110
177638,1030000010
178902,1030000010
179641,1030040260
179775,1030040260
179840,1030040260
179916,1030040260
179944,1030040260
180016,1030040260
180019,1030040260
180024,1030040260
180108,1030040260
180126,1030040260
180186,1030040260
180245,1030040260
180479,1030040260
180536,1030040260
180539,1030040260
180619,1030008100
180675,1030040260
180693,1030040260
180736,1030008110
180738,1030008110
180740,1030040260
180768,1030008110
180827,1030040260
180841,1030040260
180895,1030008110
180902,1030008110
180948,1030040260
180974,1030040260
180983,1030040260
181010,1030008110
181148,1030040260
181152,1030040260
181157,1030008110
181181,1030040260
181186,1030040260
181197,1030040260
181199,1030008110
181200,1030040260
181238,1030008110
181239,1030008110
181505,1030040370
181539,1030008110
181547,1030008110
181587,1030008110
181597,1030008110
181612,1030008110
181629,1030008110
181638,1030008110
181640,1030008110
181676,1030008110
181677,1030008110
181685,1030040370
181715,1030008110
181795,1030008110
181813,1030008110
181865,1030008110
181930,1030008110
181964,1030008110
182063,1030008110
182250,1030008110
182351,1030008110
182507,1030008110
182526,1030008110
18,1030011660
171,1030011660
172,1030011660
173,1030040200
174,1030040200
1627,1030011660
1629,1030011660
1638,1030011670
1641,1030040200
1651,1030012590
1653,1030012590
1657,1030015850
1658,1030015850
1661,1030012600
1662,1030015850
1663,1030012600
1678,1030015850
16128,1030011660
16137,1030011660
16138,1030011660
16145,1030011660
16154,1030011660
16174,1030011660
16178,1030011660
16209,1030011660
16223,1030011660
16225,1030011660
16227,1030040200
16231,1030040200
16233,1030011670
16236,1030011670
16238,1030011660
16243,1030011670
16249,1030040200
16250,1030040200
16251,1030011670
16254,1030012590
16255,1030040200
16256,1030040200
16258,1030011670
16259,1030040200
16260,1030040200
16261,1030040200
16262,1030011670
16264,1030040200
16265,1030040200
16266,1030040200
16267,1030012590
16268,1030011670
16269,1030040200
16270,1030040200
16271,1030040200
16272,1030040200
16273,1030040200
16274,1030040200
16275,1030040200
16276,1030040200
16277,1030012590
16282,1030012590
16283,1030012590
16286,1030012590
16290,1030012590
16291,1030015860
16293,1030012590
16300,1030012590
16306,1030011670
16307,1030011670
16309,1030015850
16310,1030011670
16311,1030012590
16312,1030011670
16313,1030012590
16314,1030011670
16316,1030012590
16317,1030012590
16318,1030011670
16319,1030012590
16320,1030011670
16322,1030012590
16323,1030011670
16328,1030012600
16329,1030012590
16331,1030012600
16332,1030012600
16334,1030012600
16335,1030012600
16336,1030012590
16337,1030012590
16341,1030012600
16342,1030012590
16351,1030012600
16352,1030012600
16358,1030012600
16362,1030012600
16363,1030015850
16366,1030012600
16370,1030015850
16372,1030012600
16374,1030012600
16378,1030015850
16386,1030015850
16389,1030012600
16394,1030012600
16400,1030012600
16406,1030015850
16410,1030015850
16412,1030015850
16415,1030015850
16421,1030012600
16424,1030012600
16425,1030012600
16427,1030012600
16452,1030015850
16455,1030012600
16458,1030015850
16462,1030015850
16463,1030012600
16470,1030012600
16477,1030015850
16478,1030015850
16484,1030015030
16485,1030015030
16489,1030015850
16490,1030015030
16491,1030015030
16529,1030012600
16539,1030012600
16540,1030012600
16542,1030012600
16593,1030012600
16598,1030015030
16607,1030012600
16608,1030012600
16612,1030012600
181709,1030011660
181861,1030011660
181911,1030011660
181923,1030011660
181924,1030011660
181932,1030011660
181941,1030011660
181956,1030011660
181960,1030011660
181983,1030011660
182008,1030011660
182023,1030011660
182242,1030011660
182249,1030011660
182256,1030011660
182262,1030011660
182266,1030011660
182270,1030011660
182276,1030011660
182381,1030011660
182398,1030011660
182418,1030011660
182427,1030011660
182463,1030011660
182486,1030011660
182489,1030011660
182499,1030011660
182519,1030011660
182540,1030011660
182570,1030011660
182600,1030040200
182602,1030011660
182603,1030040200
182612,1030011670
182613,1030040200
182617,1030011670
182618,1030040200
182622,1030011660
182623,1030040200
182627,1030040200
182628,1030011660
182636,1030011660
182655,1030011660
182685,1030011660
182695,1030011660
182708,1030011670
182711,1030011670
182712,1030011670
182728,1030011670
182738,1030011670
182740,1030011670
182744,1030040200
182749,1030011670
182753,1030012590
182759,1030012590
182761,1030040200
182762,1030012590
182769,1030040200
182771,1030040200
182774,1030040200
182778,1030012590
182783,1030040200
182787,1030011670
182795,1030040200
182796,1030040200
182801,1030012590
182804,1030040200
182809,1030012590
182816,1030040200
182817,1030011670
182823,1030040200
182826,1030040200
182828,1030012590
182829,1030011670
182830,1030040200
182837,1030012590
182839,1030040200
182840,1030040200
182841,1030040200
182842,1030011670
182843,1030040200
182844,1030040200
182849,1030011670
182851,1030011670
182853,1030040200
182861,1030040200
182890,1030012590
182899,1030011670
182901,1030011670
182915,1030015860
182922,1030011670
182928,1030011670
182943,1030011670
182956,1030011670
182959,1030012590
182963,1030012590
182967,1030015860
182974,1030012590
182980,1030012590
182982,1030015850
182999,1030015850
183009,1030015850
183014,1030011670
183017,1030040200
183021,1030015850
183023,1030012590
183032,1030012590
183033,1030012590
183038,1030015850
183040,1030012590
183044,1030011670
183047,1030011670
183055,1030011670
183065,1030011670
183066,1030012590
183071,1030011670
183074,1030012590
183077,1030011670
183081,1030012590
183087,1030011670
183091,1030011670
183095,1030011670
183098,1030012590
183102,1030011670
183103,1030011670
183104,1030011670
183108,1030012590
183115,1030011670
183121,1030012600
183126,1030011670
183127,1030011670
183133,1030012590
183139,1030012600
183140,1030012590
183143,1030012590
183146,1030012600
183148,1030012590
183160,1030012590
183168,1030012600
183175,1030012590
183181,1030012600
183185,1030012590
183192,1030012590
183196,1030012590
183204,1030012590
183208,1030012590
183216,1030012590
183224,1030015850
183227,1030015850
183232,1030012600
183233,1030012590
183234,1030012590
183236,1030012600
183242,1030012600
183244,1030012600
183245,1030012600
183253,1030012600
183278,1030012600
183285,1030012600
183295,1030015850
183296,1030012600
183301,1030015850
183303,1030012600
183306,1030015850
183336,1030012600
183339,1030015850
183348,1030012600
183350,1030012600
183355,1030015850
183360,1030015850
183361,1030015850
183366,1030015850
183369,1030012600
183385,1030012600
183390,1030012600
183393,1030015850
183396,1030012600
183405,1030015850
183417,1030015850
183421,1030015850
183425,1030015850
183426,1030012600
183445,1030012600
183458,1030012600
183477,1030015850
183503,1030012600
183506,1030015850
183538,1030012600
183553,1030015850
183556,1030015850
183583,1030015850
183589,1030012600
183600,1030015850
183635,1030015850
183640,1030012600
183658,1030015850
183661,1030015850
183707,1030012600
183717,1030015850
183758,1030012600
183764,1030015850
183788,1030012600
183789,1030015850
183820,1030015850
183827,1030015850
183834,1030015850
183855,1030015850
183871,1030015850
183877,1030015850
183882,1030015850
183907,1030015850
183967,1030015850
183994,1030015850
184061,1030015030
184068,1030015850
184095,1030015850
184223,1030015030
184260,1030012600
184285,1030012600
184336,1030012600
184345,1030012600
184355,1030015030
184369,1030012600
184383,1030015030
184409,1030015030
184460,1030012600
184563,1030012600
184577,1030012600
184621,1030012600
184622,1030012600
184647,1030012600
184679,1030012600
184693,1030012600
184705,1030012600
184763,1030015030
184786,1030015030
17,1030020040
163,1030020040
164,1030020040
167,1030020040
168,1030020040
169,1030020040
1572,1030020050
1574,1030020050
1576,1030020050
1590,1030020040
1592,1030020050
1593,1030020050
1597,1030020050
1599,1030020050
1603,1030020050
1610,1030020040
1614,1030020040
1615,1030020040
1616,1030020040
1617,1030020040
1618,1030020040
1619,1030018110
1620,1030018110
1621,1030020040
1622,1030020040
1623,1030020040
1624,1030020040
1633,1030018110
15913,1030020040
15915,1030020050
15924,1030020040
15939,1030020050
15953,1030020050
15954,1030020050
15958,1030020050
15962,1030020050
15963,1030020050
15965,1030020050
15967,1030020050
15978,1030020040
15979,1030020040
15983,1030020040
15985,1030020040
16000,1030020040
16002,1030020050
16007,1030020040
16018,1030020050
16022,1030020050
16038,1030020050
16039,1030020040
16040,1030020050
16097,1030020040
16098,1030020040
16099,1030020040
16101,1030020040
16102,1030020040
16104,1030020040
16105,1030020040
16106,1030020040
16107,1030020040
16108,1030020040
16109,1030018110
16110,1030020040
16111,1030020040
16114,1030018110
16115,1030020040
16116,1030020040
16117,1030020040
16118,1030020040
16119,1030020040
16120,1030020040
16121,1030020040
16123,1030020040
16125,1030020040
16126,1030020040
16129,1030020040
16130,1030020040
16140,1030018110
16155,1030018110
16217,1030040200
180359,1030020050
180477,1030020050
180502,1030020050
180506,1030020050
180507,1030020050
180559,1030020040
180689,1030020040
180697,1030020050
180699,1030020050
180716,1030020050
180718,1030020050
180719,1030020050
180721,1030020050
180723,1030020050
180724,1030020050
180725,1030020050
180730,1030020050
180733,1030020050
180742,1030020050
180743,1030020050
180744,1030020050
180747,1030020040
180752,1030020050
180756,1030020050
180757,1030020040
180760,1030020050
180772,1030020040
180777,1030020050
180788,1030020040
180794,1030020040
180796,1030020040
180819,1030020040
180870,1030020050
180878,1030020050
180882,1030020050
180892,1030020050
180930,1030020050
180937,1030020050
180945,1030020040
180958,1030020040
181055,1030020040
181107,1030020050
181110,1030020050
181114,1030020050
181125,1030020050
181132,1030020050
181187,1030020040
181188,1030020050
181194,1030020040
181214,1030020040
181228,1030020040
181230,1030020040
181283,1030020040
181420,1030020040
181428,1030020040
181449,1030020040
181459,1030020040
181474,1030020040
181482,1030020040
181494,1030020040
181507,1030020040
181541,1030020040
181571,1030018110
181573,1030020040
181605,1030020040
181625,1030018110
181648,1030020040
181652,1030020040
181658,1030020040
181659,1030020040
181661,1030020040
181663,1030020040
181665,1030020040
181666,1030020040
181672,1030020040
181673,1030020040
181674,1030018110
181675,1030020040
181678,1030020040
181680,1030018110
181681,1030018110
181682,1030018110
181686,1030020040
181693,1030020040
181701,1030020040
181706,1030018110
181712,1030018110
181716,1030020040
181717,1030018110
181722,1030018110
181727,1030020040
181728,1030018110
181731,1030020040
181732,1030020040
181733,1030018110
181735,1030020040
181739,1030018110
181741,1030018110
181743,1030020040
181744,1030018110
181745,1030018110
181746,1030020040
181749,1030020040
181751,1030020040
181752,1030020040
181755,1030020040
181756,1030020040
181758,1030020040
181760,1030020040
181767,1030020040
